,bidder_id,payment_account,address,outcome,auction,merchandise,device,time,country,ip,url,num_bids,num_first_bids,num_last_bids,time_to_bid,inst_resp,perc_inst_resp,auto parts,books and music,clothing,computers,furniture,home goods,jewelry,mobile,office equipment,sporting goods,num_bids_per_auction,num_bids_per_device,num_bids_per_country,num_bids_per_ip,on_ip_that_has_a_bot_mean,ip_entropy,url_entropy,mean_country_per_auction,max_country_per_auction,min_country_per_auction,std_country_per_auction,mean_devices_per_auction,max_devices_per_auction,min_devices_per_auction,std_devices_per_auction,mean_ip_per_auction,max_ip_per_auction,min_ip_per_auction,std_ip_per_auction,mean_url_per_auction,max_url_per_auction,min_url_per_auction,std_url_per_auction,total_no_of_participated_auctions,no_of_auction_exceeds_threshold,percentage_of_auctions_above_threshold,total_no_of_bidded_category,no_of_merchandise_exceeds_threshold,percentage_of_merchandise_above_threshold,on_url_that_has_a_bot_mean
10,0a6ba32afe4756995db2f5cf2461cddbvj445,a3d2de7675556553a5f08e4c88d2c2280i539,e9ac7750d73a796460f96b096b29725f1qqpz,0.0,3.0,1.0,4.0,6.0,3.0,4.0,6.0,6.0,0,0,3426868421052.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.5,2.0,1.5,0.5,4.0943,4.7875,1.0,1.0,1.0,0.0,1.3333333333333333,2.0,1.0,0.5773502691896257,1.3333333333333333,2.0,1.0,0.5773502691896257,2.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666
11,fa64831ab5ade55daee13f852c16b0a84ujt0,3a0add7fb226e9f304c27e80d6d09bfbuarcp,8de27ed2fba662e2e1427856058fae573rszo,0.0,126.0,1.0,173.0,887.0,52.0,641.0,99.0,888.0,0,0,35027268077287.594,2.0,0.0022522522522522522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,7.0476190476190474,5.132947976878612,17.01923076923077,1.3853354134165368,0.31825273010920435,4879.0944,1616.4871,1.253968253968254,27.0,1.0,2.3218492903253063,2.634920634920635,128.0,1.0,11.331798215360648,5.396825396825397,459.0,1.0,40.7621548723969,1.9523809523809523,76.0,1.0,6.694304615545538,126.0,3.0,0.023809523809523808,1.0,1.0,1.0,0.010101010101010102
12,3f3a3705be5ea07b9ba7ee646ed756fbssuo7,27874e255fc9c6e7375ad9c949971e8fbpg7i,f3b1e4c7e5f5337ab0ff0d66aee326865qal2,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0,0,8348500000000.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
13,1b26a52e1e5980c8487bb35cf5027fdfwfnzp,879c7091fb98052b8ea2f0cd41fe50a3ht0be,7f9e09d47507cf6432086dd4f53814fem7jm5,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0,0,7356315789474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
14,c0549e76b179912d52a28c3eb9b29376yaxvu,a3d2de7675556553a5f08e4c88d2c228wx3vf,00de21ff3627811075faf2a3a0880053yi40s,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,76084263157894.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5
15,38e919293f5dbd62d87ce288e41aae2a281m2,a3d2de7675556553a5f08e4c88d2c228ocx73,937e24e5329b1758d1180c3b83041b1b78i8n,0.0,28.0,1.0,114.0,920.0,2.0,869.0,1.0,922.0,1,1,2361704932070.1367,4.0,0.004338394793926247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,32.92857142857143,8.087719298245615,461.0,1.0609896432681243,0.31990794016110474,5363.2243,0.0,1.0357142857142858,2.0,1.0,0.1889822365046136,13.428571428571429,78.0,1.0,18.172891026305315,32.464285714285715,341.0,1.0,66.77850737789103,1.0,1.0,1.0,0.0,28.0,16.0,0.5714285714285714,1.0,0.0,0.0,1.0
16,585e7c21b80baf2225224fe140cdb1a73ddrf,a3d2de7675556553a5f08e4c88d2c228bvufu,a3d2de7675556553a5f08e4c88d2c22881vc1,0.0,137.0,1.0,148.0,426.0,32.0,328.0,44.0,426.0,1,0,5390401531998.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,3.1094890510948905,2.8783783783783785,13.3125,1.298780487804878,0.3170731707317073,2088.3667,579.7242,1.072992700729927,3.0,1.0,0.35635071324284145,2.3576642335766422,20.0,1.0,2.6533475700722695,2.7518248175182483,34.0,1.0,3.79779545552767,1.5182481751824817,9.0,1.0,1.1054822595553035,137.0,2.0,0.014598540145985401,1.0,0.0,0.0,0.022727272727272728
17,d91a4421996dcf429f575e372915cdcedae6g,a3d2de7675556553a5f08e4c88d2c2286gew9,e350bda3ceb6067cad400ae931c3527aetdd8,0.0,163.0,1.0,308.0,1246.0,50.0,783.0,86.0,1274.0,1,1,7638785094604.754,52.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,0.0,7.815950920245399,4.136363636363637,25.0,1.6270753512132823,0.2567049808429119,6574.7166,3607.6869,1.6748466257668713,11.0,1.0,2.2329834872002325,5.920245398773006,47.0,1.0,10.887177640529464,5.975460122699387,80.0,1.0,13.545966973147303,3.7300613496932513,29.0,1.0,5.832075366679751,163.0,14.0,0.08588957055214724,1.0,1.0,1.0,0.011627906976744186
18,880f542a275df1251612886d408b32e8m96cp,442b15af88aca8fee2753db9c53cf904nmnvu,4ac07901bc0cbd21be97e7099da33be3hj9e5,0.0,4.0,1.0,7.0,18.0,2.0,15.0,9.0,18.0,0,0,25620985380117.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.5,2.5714285714285716,9.0,1.2,0.13333333333333333,33.5051,25.1341,1.25,2.0,1.0,0.5,2.5,3.0,2.0,0.5773502691896257,4.0,8.0,2.0,2.8284271247461903,3.0,6.0,1.0,2.160246899469287,4.0,1.0,0.25,1.0,0.0,0.0,0.1111111111111111
19,6e4d22dbabcf2eaae5689c7d155e1c1fev15l,84b5b2552033a90fa8b97a4f59e6cd2bgj8il,c038f8dc97e38c870ba2b6d50fce3d5fb25ou,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0,0,4658342105263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
20,25d75fd439571c1d9b946f5ec833786063vom,b493766aa07b5093bd0b0f029459fce2bb0ia,5e2f0a6e77f8fa7cac429738e58978a01gdoj,0.0,4.0,1.0,4.0,5.0,2.0,4.0,4.0,5.0,0,0,30251063157895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,1.25,2.5,1.25,1.0,3.1781,3.1781,1.25,2.0,1.0,0.5,1.25,2.0,1.0,0.5,1.25,2.0,1.0,0.5,1.25,2.0,1.0,0.5,4.0,0.0,0.0,1.0,0.0,0.0,0.25
21,5354c02817e47f28e60e44a40ca5e48dll4sz,1862ef3b7965993cc975a1161010e810w2bwo,58e5dc4d38d886f6c7abf0c264a51cb7alhj2,1.0,18.0,1.0,51.0,181.0,7.0,13.0,1.0,181.0,0,0,5889273916836.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,10.055555555555555,3.549019607843137,25.857142857142858,13.923076923076923,0.15384615384615385,128.9531,0.0,1.5555555555555556,3.0,1.0,0.7838233761296739,7.222222222222222,13.0,1.0,4.180565055468762,1.7777777777777777,4.0,1.0,0.9428090415820634,1.0,1.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0
22,d29003d7f3ec1f0e4ca9cc17e6389b4a4phcg,a0dc95936282ff8eef7ffa54f295255ctyafs,fa442b098896fe3f9aca16a6f100e597e5rky,0.0,17.0,1.0,28.0,48.0,6.0,35.0,26.0,48.0,0,0,5271464912280.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2.823529411764706,1.7142857142857142,8.0,1.3714285714285714,0.7714285714285715,133.6247,112.8643,1.1176470588235294,3.0,1.0,0.48507125007266594,2.1176470588235294,19.0,1.0,4.3572117366094405,2.235294117647059,21.0,1.0,4.841608872119704,2.0588235294117645,18.0,1.0,4.115072724680789,17.0,0.0,0.0,1.0,0.0,0.0,0.038461538461538464
23,b37b352197594dae96bb9219bf59d656oz79f,741f0cc2cc8fe65d86e65ce3c1ad9757hprgo,ad6673379b129d23eb72f94463cb9700w3hpt,0.0,7.0,1.0,11.0,12.0,2.0,6.0,10.0,12.0,0,0,44773131578947.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.7142857142857142,1.0909090909090908,6.0,2.0,0.6666666666666666,10.9231,17.5023,1.0,1.0,1.0,0.0,1.5714285714285714,3.0,1.0,0.7867957924694432,1.1428571428571428,2.0,1.0,0.3779644730092272,1.5714285714285714,3.0,1.0,0.7867957924694432,7.0,0.0,0.0,1.0,0.0,0.0,0.1
24,9c509838d129fcee98cb3934079ca36asla50,a3d2de7675556553a5f08e4c88d2c228yyj66,fa7c5a29b73357781dfe14dc4d979d36u26ga,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,13627052631579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
25,99acffc3cd9bfcd00668dbf472a1979350mxk,8782587a1caaf821011d23f2058c289fafxx5,ea349e9643eac4a7bfd988257e7bea339bzcz,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,53894736842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26,067ff22ebf0d33fe0deedc816d75973865jo7,a3d2de7675556553a5f08e4c88d2c22848lqa,022b06519985716abd9fc8ce83540d58wsgo1,0.0,58.0,1.0,66.0,329.0,19.0,166.0,63.0,330.0,0,0,65029894736842.18,2.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,5.689655172413793,5.0,17.36842105263158,1.9879518072289157,0.6385542168674698,1378.1146,815.6064,1.6206896551724137,6.0,1.0,1.2541522083246088,3.5172413793103448,17.0,1.0,5.072254695409114,4.672413793103448,24.0,1.0,7.0272350656482665,3.0172413793103448,18.0,1.0,4.135814391091064,58.0,0.0,0.0,1.0,0.0,0.0,0.015873015873015872
27,11a38554244f3c14de043aaf52345c35jjqvo,f6933372b401e65b5448165c627298e514szs,c1cd73ea36352c6fb49cd5f6102253eb6bc5u,0.0,26.0,1.0,96.0,286.0,5.0,226.0,87.0,286.0,0,0,7158526867869.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,11.0,2.9791666666666665,57.2,1.2654867256637168,0.16371681415929204,1277.9498,756.7584,1.0,1.0,1.0,0.0,5.884615384615385,82.0,1.0,15.652033537088842,9.384615384615385,165.0,1.0,31.84723149421553,4.769230769230769,70.0,1.0,13.378513197833882,26.0,0.0,0.0,1.0,0.0,0.0,0.011494252873563218
28,d878560888b11447e73324a6e263fbd5iydo1,a3d2de7675556553a5f08e4c88d2c228xxxoc,fb5f20b04f48113f484f73988d44a09a00106,0.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,0,0,5216289473684.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,1.0,1.3333333333333333,1.0,0.5,1.7918,0.0,1.0,1.0,1.0,0.0,1.3333333333333333,2.0,1.0,0.5773502691896257,1.3333333333333333,2.0,1.0,0.5773502691896257,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
29,0b68888358a492884e3885bcd73ea63bhxidk,988c8087646bb5398c2a7f2dae56c9011id6l,0f11e5e7f848d802639be461f6f291edmzf30,0.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,0,0,23719618421052.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.3333333333333333,1.0,0.25,1.7918,1.7918,2.0,3.0,1.0,1.4142135623730951,1.5,2.0,1.0,0.7071067811865476,2.0,3.0,1.0,1.4142135623730951,2.0,3.0,1.0,1.4142135623730951,2.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333
30,c748f0d69cc89d5812c9fe3a6413bbb26351l,a3d2de7675556553a5f08e4c88d2c2282srp4,b4154a40d0edd76b39d00d171bddab393ghfl,0.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,0,0,1221210526316.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,1.0,1.0,0.6931,0.6931,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333
31,eaaae0fb54c7d36724a9679c3128d5a7gn4k5,a3d2de7675556553a5f08e4c88d2c2282n8m4,a3d2de7675556553a5f08e4c88d2c22856io3,0.0,275.0,1.0,408.0,4544.0,29.0,3077.0,662.0,4569.0,1,1,33250263180933.324,50.0,0.01094331363536879,0.0,0.0,0.0,4569.0,0.0,0.0,0.0,0.0,0.0,0.0,16.614545454545453,11.198529411764707,157.55172413793105,1.484887877803055,0.2073448163795905,31176.0741,13763.3858,1.5054545454545454,11.0,1.0,1.9053725598697084,6.909090909090909,86.0,1.0,12.427413668354573,13.68,210.0,1.0,32.02222312274131,5.847272727272728,95.0,1.0,10.85027253425849,275.0,81.0,0.29454545454545455,1.0,1.0,1.0,0.0015105740181268882
32,322addd5687d99bf69306148e12f87dc5jbsh,a3d2de7675556553a5f08e4c88d2c228inzne,067b2b8d78e047310cd8e38f357e3e8f3dosj,0.0,18.0,1.0,14.0,39.0,2.0,23.0,9.0,39.0,0,0,8095134952766.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,2.1666666666666665,2.7857142857142856,19.5,1.6956521739130435,0.9565217391304348,99.7901,39.9147,1.0,1.0,1.0,0.0,1.6111111111111112,4.0,1.0,0.9785276387866012,2.0555555555555554,6.0,1.0,1.4741786236338814,1.4444444444444444,4.0,1.0,0.8555852638929972,18.0,2.0,0.1111111111111111,1.0,0.0,0.0,0.1111111111111111
33,2c581ec91825362ab66a7ffa05df5e70hl3h3,92cd127bcf0c3732db4aa19dc7d08d66jes9o,2f76151d768fe810c4524be4899a7640mr3c8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,3416263157894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34,0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,5ebce1ffc6522580bc259f07267db048iffso,ccb7793673e7815143faf6e5a0741a48ayi6e,0.0,31.0,1.0,29.0,100.0,6.0,66.0,21.0,100.0,1,0,43496598947368.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.225806451612903,3.4482758620689653,16.666666666666668,1.5151515151515151,0.8636363636363636,348.2137,126.2929,1.096774193548387,4.0,1.0,0.5388159060803248,1.7741935483870968,15.0,1.0,2.629444522066145,2.6129032258064515,29.0,1.0,5.257866610168289,1.4193548387096775,10.0,1.0,1.6886719347539967,31.0,0.0,0.0,1.0,0.0,0.0,0.047619047619047616
35,a22fdc066a738070c6e4860924d06657hengu,82eb4cc834e4a54966cface1db3743e3e6n3r,a4b537419b53270759680e72232caeb9jnqc1,0.0,132.0,1.0,296.0,3107.0,19.0,986.0,66.0,3133.0,1,1,6239312211265.7,52.0,0.016597510373443983,0.0,0.0,0.0,0.0,0.0,0.0,3133.0,0.0,0.0,0.0,23.734848484848484,10.58445945945946,164.89473684210526,3.1774847870182557,0.3012170385395537,17437.654,8063.0194,1.1136363636363635,8.0,1.0,0.6613394605090267,7.553030303030303,220.0,1.0,21.32779943911479,11.984848484848484,802.0,1.0,69.8886775493369,4.318181818181818,41.0,1.0,6.016920393367767,132.0,40.0,0.30303030303030304,1.0,1.0,1.0,0.015151515151515152
36,d6d3daba4bea632d7f5a4e2c5146f109dkd4m,a3d2de7675556553a5f08e4c88d2c228w1ktf,f83eb9ddf235f43bada7e09f3996e802n1j8m,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,67939473684210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
37,1476226300a93d22b15253ed7339429a7ijk0,a3d2de7675556553a5f08e4c88d2c228yd4f4,a3d2de7675556553a5f08e4c88d2c228z6lmo,0.0,131.0,1.0,70.0,380.0,1.0,92.0,55.0,380.0,1,1,22037476869806.125,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.900763358778626,5.428571428571429,380.0,4.130434782608695,0.9347826086956522,1552.7307,501.3714,1.0,1.0,1.0,0.0,1.8931297709923665,8.0,1.0,1.4948728188606577,2.5801526717557253,16.0,1.0,2.6456181434831865,1.4885496183206106,6.0,1.0,1.0028145945191573,131.0,24.0,0.183206106870229,1.0,1.0,1.0,0.01818181818181818
38,975dd5178d34453c1c3c8edc47cf44274uv5s,be0aa2520de962e5296a6d502232dcf44yhl7,2afd0c1fe23742a87d60ef83d308363bxhosq,0.0,185.0,1.0,231.0,1242.0,39.0,828.0,241.0,1245.0,1,1,25425441428873.344,6.0,0.004819277108433735,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0.0,0.0,0.0,6.72972972972973,5.3896103896103895,31.923076923076923,1.5036231884057971,0.2693236714975845,7194.3873,3694.5056,1.162162162162162,7.0,1.0,0.8442102533263776,4.356756756756757,37.0,1.0,5.455578544049546,5.681081081081081,136.0,1.0,11.631148160029774,3.5297297297297296,47.0,1.0,4.565993443075578,185.0,20.0,0.10810810810810811,1.0,0.0,0.0,0.004149377593360996
